"1",0.00991159935500108
"2",0.00761130624213037
"3",0.0139580590166846
"4",0.0065389461799365
"5",0.00789394087888097
"6",0.00828149526268049
"7",0.00608353069018438
"8",0.0086331289842694
"9",-0.00131134990936393
"10",0.00853916969673808
"11",0.00715922872449695
"12",-0.0161153398750179
"13",0.011293561491354
"14",0.00763759269104446
"15",0.00945525399725116
"16",0.00351790880007477
"17",0.00873920387071455
"18",-0.0058894269405079
"19",0.00821596867802053
"20",0.00822090610785298
"21",0.0138335181278379
"22",0.00808368366185594
"23",0.00149915044802539
"24",0.0057730521990684
"25",0.0035563556228286
"26",0.0153476761137973
"27",0.00352217732501781
"28",0.00560826594918561
"29",0.00972348029866891
"30",0.0089505869592249
"31",0.00865817445723484
"32",0.00814661112093905
"33",0.00715560761039232
"34",0.00650212356000688
"35",0.00467350846413168
"36",0.0039670674827441
"37",0.00109338795740457
"38",0.00958779330886139
"39",0.00837264396659781
"40",0.00941490081567675
"41",0.0103649915929564
"42",0.00817768282435996
"43",0.00368626789957043
"44",0.00298510211657409
"45",0.00918472094249549
"46",0.00953883348143394
"47",0.00466270672402698
"48",-0.0192030507545726
"49",0.00285804976065663
"50",0.00829920398918614
"51",0.00411569299067436
"52",0.00444000019308878
"53",0.00475481072815108
"54",0.00855223181772311
"55",0.00199831676572358
"56",0.00997548644916637
"57",0.00163529111043609
"58",0.00503771535311589
"59",0.0108954752909983
"60",0.0100390168248041
"61",0.00599682550713959
"62",0.00876542350338904
"63",0.00917584944147062
"64",0.00348542443262397
"65",0.00582219588656109
"66",0.00373174424182887
"67",0.00809809355307172
"68",0.00685936539180739
"69",0.00290062284230598
"70",0.00720950512167272
"71",0.00682186631946543
"72",0.00800164714172855
"73",0.00541667663825177
"74",0.0076082708365848
"75",0.00326382865736691
"76",0.0032824724778842
"77",0.00967430441388239
"78",0.006090091103285
"79",0.00668569607787286
"80",0.00296051714104177
"81",0.00748834611189649
"82",0.00224072867532691
"83",0.00515739290244159
"84",0.0078971411533698
"85",0.00767126566086746
"86",0.00379782159172014
"87",0.00222756927712641
"88",0.00564540214672417
"89",0.00643149356803574
"90",0.0101503924125212
"91",0.0148850193402206
"92",0.00136256955729138
"93",0.00922324190845455
"94",0.00407950106646742
"95",0.00264671316941371
"96",0.00895873824857605
"97",0.00553169257456381
"98",0.00139074387016533
"99",0.00975608787769836
"100",0.00678506122610141
"101",0.00635333333333333
"102",0.00135333333333333
"103",-0.000709166666666667
